"ResponseId","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25_1","Q25_2","Q25_3","Q25_4","Q25_5","Q25_6","Q25_7","Q25_8","Q25_9","Q25_10","Q26","Q27","Q28","Q29","Q30","Age.Group","Country.of.Subsidiary","Gender","Locale"
"R_0MJ8DK3hCrQaoTL",4,4,4,4,2,4,4,4,3,3,4,4,4,4,4,4,NA,4,NA,2,2,3,3,5,5,3,4,4,5,5,5,5,5,2,2,5,7,"3","35 to less than 45","Spain","Female","Spain"
"R_1pXNJPkiIVX4v8h",4,4,4,5,5,5,5,4,4,5,5,4,5,5,5,5,NA,NA,2,4,4,2,3,5,5,4,5,3,4,3,4,5,4,4,6,4,8,"1,2,3","45 to less than 55","Germany","Male","Germany"
"R_2yjAbAknF3d40Tf",4,5,3,3,3,5,4,3,3,4,3,4,4,4,4,3,NA,NA,4,3,5,2,2,4,4,4,4,4,4,3,4,4,4,4,4,2,7,"1,2,5","25 to less than 35","Germany","Female","Germany"
"R_BLEGsi0hQ9xtToZ",4,4,4,4,3,4,4,3,4,2,4,4,5,5,5,5,NA,5,5,2,4,4,4,5,5,5,5,5,4,4,4,4,5,4,4,4,5,"3,4,5","less than 25","Germany","Female","Germany"
"R_3Jkp0D4GU5TyONj",4,5,5,5,3,4,4,3,3,4,3,3,5,5,4,4,NA,1,2,3,2,3,3,5,5,3,5,5,5,3,5,5,5,4,5,4,1,"1,3,5","35 to less than 45","Germany","Female","Germany"
"R_6FMJ5DlxbdAnpVn",5,4,5,4,5,4,5,4,4,4,4,4,5,5,5,5,2,5,4,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,8,"1,2,3","55 years or over","Germany","Female","Germany"
"R_1kFjtMaTSgYRdI1",4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,NA,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,8,"1,2,3","25 to less than 35","Germany","Male","Germany"
"R_1kHe7RRd4tMBhBQ",4,5,4,4,4,4,3,4,4,4,3,3,5,5,5,4,NA,NA,NA,4,2,1,1,5,5,4,4,4,4,5,5,5,5,4,4,2,4,"1,4,6","35 to less than 45","USA","Male","USA"
"R_31t7fHCrT5GcHa5",4,4,4,3,4,4,4,3,3,4,3,4,4,4,4,4,NA,5,5,2,2,4,NA,5,5,5,5,5,5,5,5,5,5,2,2,4,7,"1,2,5","less than 25","Germany","Female","Germany"
"R_1jPvASXB6S0u2iM",3,3,4,3,4,5,4,3,2,3,4,4,5,5,4,5,NA,5,4,3,4,2,2,5,5,3,3,5,4,3,4,3,5,7,4,4,7,"1,3,6","45 to less than 55","Germany","Male","Germany"
"R_AniwMmqs4iUsI5H",4,4,4,3,2,3,2,3,3,1,4,4,3,3,3,4,7,5,3,3,1,2,1,3,3,3,3,3,3,3,3,3,3,4,4,4,8,"1,2,3","55 years or over","Germany","Female","Germany"
"R_3qpRzlh1KzHQjzs",5,5,4,4,5,5,4,4,4,4,3,4,5,5,5,5,1,1,3,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,4,5,5,5,"1,3,5","45 to less than 55","France","Female","France"
"R_2pPRuGejp1Lg9gY",5,4,3,3,5,4,5,NA,NA,1,4,5,3,4,3,4,6,NA,NA,4,NA,2,2,5,5,4,5,5,5,5,5,4,5,5,2,5,7,"1,3,4","25 to less than 35","Germany","Female","Germany"
"R_1pAuyFYQEyhFCsS",4,4,4,3,3,3,3,4,3,4,3,4,4,4,4,4,NA,5,5,NA,NA,NA,NA,4,4,4,4,4,4,3,3,3,3,2,4,4,5,"1,3,4","35 to less than 45","Germany","Male","Germany"
"R_zdsRXsNx7xdF0bv",5,5,4,4,5,4,5,4,4,4,5,5,5,5,4,5,4,5,5,4,4,4,4,5,4,4,5,5,5,3,5,4,4,2,4,5,7,"1,3,5","45 to less than 55","Germany","Female","Germany"
"R_WuIGaYkPqNOfeb7",5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,4,1,3,4,1,4,3,5,5,5,5,5,5,5,5,5,5,2,5,5,5,"1,4,6","45 to less than 55","Germany","Female","Germany"
"R_3MG3bIw655BjK1r",4,4,4,3,4,4,5,4,3,3,4,4,5,5,5,4,NA,5,4,3,1,4,2,5,5,5,5,3,5,5,5,5,5,4,4,4,7,"1,3,5","25 to less than 35","Germany","Male","Germany"
"R_3h09IBPI2iKNEnz",4,4,5,4,4,5,4,4,3,3,3,3,4,4,4,3,1,1,4,3,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,4,5,"5","45 to less than 55","France","Female","France"
"R_8AHGja288zxe4h3",4,3,3,4,5,5,4,4,4,5,5,5,4,4,5,4,NA,5,NA,4,5,3,4,4,4,2,4,5,5,5,5,5,5,4,4,2,8,"2,3,6","45 to less than 55","Germany","Female","Germany"
"R_svtMDhnwCUfS1vH",4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,NA,5,4,4,3,4,4,4,4,4,3,3,3,4,3,5,3,2,5,4,7,"1,2,3","45 to less than 55","Germany","Female","Germany"
"R_3pu6FFA4cW93ZAp",4,4,3,3,4,4,4,4,4,3,4,4,4,5,4,3,NA,5,5,3,4,4,4,5,4,5,4,3,4,5,5,4,5,4,2,5,8,"1,3,5","25 to less than 35","Germany","Female","Germany"
"R_2YlDK01mc9XRlNl",4,4,3,4,4,3,4,3,4,2,5,4,4,4,4,3,2,NA,3,3,1,2,3,5,4,4,5,3,4,3,5,5,5,4,4,2,8,"2,3","25 to less than 35","Germany","Female","Germany"
"R_2sTk6c9ksFS5fsI",5,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5,NA,1,NA,3,1,3,3,4,4,4,5,5,4,4,4,4,4,2,2,4,8,"1,4","35 to less than 45","France","Female","France"
"R_21BxRf5qJOzPvtt",5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,NA,5,5,5,4,4,3,5,4,3,3,3,3,5,3,5,5,7,2,2,5,"1,3,4","45 to less than 55","France","Male","France"
"R_3nIZ36ybyJYVCj0",5,5,3,4,3,3,3,3,3,3,4,4,4,4,4,4,NA,5,4,2,2,4,2,5,5,5,5,5,5,4,4,4,5,2,5,4,5,"2,3,6","35 to less than 45","Germany","Female","Germany"
"R_3KC6V5tY5QgmLuU",4,4,4,4,3,4,4,4,3,4,3,3,4,4,4,5,NA,5,5,2,1,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,7,"3,4,6","45 to less than 55","Germany","Female","Germany"
"R_1mR9ihscX4LGdfu",4,5,4,3,4,4,3,2,3,4,3,3,5,4,5,5,NA,NA,5,3,4,4,4,4,5,4,5,5,5,4,5,4,5,2,4,5,7,"1,3,5","55 years or over","Germany","Male","Germany"
"R_0rjUL6xtoYyBCwx",4,4,5,4,4,5,4,5,4,5,5,4,5,5,5,4,3,1,3,3,2,2,1,5,5,5,5,5,5,5,5,5,5,7,4,4,7,"2,5,6","25 to less than 35","Germany","Female","Germany"
"R_27NoISSz3MYqnUa",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,NA,5,NA,3,3,3,3,3,5,3,3,5,5,5,4,5,4,4,5,5,8,"1,3,6","45 to less than 55","Germany","Female","Germany"
"R_1lcv5pNZnUSG3Q1",4,5,3,4,4,5,5,3,4,5,3,4,3,4,5,3,NA,NA,5,2,4,2,1,4,3,4,4,2,2,4,5,5,5,4,1,4,7,"1,3,4","25 to less than 35","Germany","Male","Germany"
"R_1pRnq2ObKOR0MaR",5,5,4,4,5,4,5,3,3,4,5,4,4,4,4,4,NA,5,2,2,1,2,2,5,5,5,5,3,5,4,5,5,5,2,4,2,7,"1,3,4","35 to less than 45","France","Female","France"
"R_8qUrHjoQYBCvU7n",5,5,4,4,4,5,5,4,3,4,3,4,4,4,4,4,NA,5,5,1,1,1,NA,5,5,3,4,4,5,5,4,4,4,7,2,4,7,"1,2,3","35 to less than 45","Germany","Female","Germany"
"R_2VrSKab3enSWU7L",5,5,2,2,2,5,5,4,5,5,5,4,5,5,5,5,4,2,5,1,4,3,3,4,4,4,4,4,4,5,5,5,5,2,5,5,7,"1,3,6","45 to less than 55","Italy","Female","Italy"
"R_2UaXD4QVz7KouxV",5,5,3,4,3,5,5,5,5,5,5,5,5,5,5,5,NA,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,6,6,8,"2,4,7","25 to less than 35","Italy","Male","Italy"
"R_ZyMPRACEFt2q5H3",3,4,4,4,3,4,5,4,4,4,5,4,4,4,4,4,NA,2,NA,4,4,4,4,5,4,5,5,5,5,5,5,5,4,4,4,5,7,"2,5,6","35 to less than 45","China","Female","China"
"R_10ZaAgDsahsWIkt",4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,NA,2,3,2,2,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,7,"1,3,5","55 years or over","Germany","Female","Germany"
"R_2brGluZkfQQmlKF",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,5,"2,3,5","25 to less than 35","China","Male","China"
"R_2rOrwDMSUXa7pxn",4,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,5,2,3,2,4,5,4,5,5,4,5,5,4,4,5,5,4,8,"1,2,3","35 to less than 45","Germany","Male","Germany"
"R_pg63g9gj149V0ml",5,4,4,4,3,4,5,4,3,4,4,4,5,5,4,4,NA,NA,5,3,1,3,4,4,4,4,4,4,4,4,4,4,4,2,5,5,7,"1,3,4","55 years or over","Germany","Female","Germany"
"R_3oGbNDGrIPZPiNk",4,4,3,4,3,4,5,4,3,4,4,4,4,4,4,4,NA,2,3,4,3,2,2,3,5,3,5,4,4,5,4,4,3,2,4,4,8,"3,5,6","45 to less than 55","Germany","Male","Germany"
"R_1mK2Ie9yQ767VPR",4,4,4,3,4,4,3,3,3,4,4,4,5,5,5,5,NA,1,3,3,3,2,2,5,5,4,5,5,4,4,5,4,4,2,4,4,5,"3,4,5","55 years or over","Germany","Female","Germany"
"R_10qnke5NGZ4oTdb",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,5,4,3,3,3,3,3,3,4,4,4,3,4,4,4,4,5,6,7,"1,2,5","45 to less than 55","Italy","Female","Italy"
"R_3OrySdV4g0tQeV1",5,5,4,4,3,5,5,4,5,5,4,5,5,5,5,5,NA,5,2,3,3,2,3,5,5,3,5,5,5,4,4,4,4,2,4,4,7,"2,3,4","35 to less than 45","Germany","Female","Germany"
"R_1kGnuSpsINkIAi7",5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,2,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,2,4,4,7,"1,2,5","35 to less than 45","Germany","Female","Germany"
"R_2wyMNXu5U7HtnvH",5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,NA,NA,4,NA,4,4,4,4,4,4,4,4,4,4,2,5,4,5,"1,3","35 to less than 45","Italy","Female","Italy"
"R_1Hbor3vXfMw9TDP",5,5,2,4,5,4,4,3,4,1,4,4,5,4,5,4,NA,1,4,2,1,4,3,5,5,5,5,5,5,5,5,5,5,2,5,6,5,"1,2,3","45 to less than 55","France","Female","France"
"R_28G8EnY8ZGdKxK6",3,4,4,3,2,4,4,3,3,3,4,4,3,4,3,4,1,2,5,2,2,2,2,5,4,4,4,3,5,4,4,5,5,4,5,4,7,"1,3,4","25 to less than 35","Germany","Female","Germany"
"R_2dlK3gwAPmHDYG6",5,4,2,4,4,3,3,3,4,2,2,3,5,5,4,4,7,NA,NA,3,4,2,2,4,3,4,4,2,2,5,4,3,4,2,5,4,8,"1,2,3","45 to less than 55","Germany","Female","Germany"
"R_2vkzZKSSZ743vbS",5,4,4,4,4,5,5,5,4,4,5,4,5,5,5,5,NA,NA,NA,3,4,2,1,2,4,3,5,5,5,5,3,3,3,2,1,2,5,"2,3,4","25 to less than 35","Germany","Male","Germany"
"R_2V3d9N3mPSougK9",4,5,4,4,4,5,4,3,4,4,4,3,5,4,4,4,2,1,NA,2,1,2,1,4,5,3,5,5,5,4,4,4,5,2,2,5,4,"1,3,4","25 to less than 35","Italy","Female","Italy"
"R_5iG1a86Ae2sFupP",5,5,5,2,4,5,5,5,2,4,5,5,5,4,5,4,NA,1,2,4,2,5,4,5,5,2,4,5,5,4,4,2,4,5,4,4,8,"2,4,5","less than 25","Germany","Male","Germany"
"R_1is1vPD9Pcuul5L",5,4,3,4,4,5,4,3,4,3,4,3,4,5,4,4,NA,5,5,4,3,4,4,5,5,4,5,5,4,4,3,2,3,4,5,5,7,"1,3,5","35 to less than 45","Germany","Female","Germany"
"R_cJjdjzczdSLVIU9",3,3,3,2,1,4,4,4,3,3,2,2,4,4,4,4,7,NA,2,1,2,2,2,5,4,5,4,4,4,3,3,5,5,2,4,5,4,"1,2,5","25 to less than 35","Italy","Male","Italy"
"R_BXS2YgZQZnoVj0d",5,5,4,3,2,4,4,3,4,3,2,3,4,3,3,3,NA,5,4,4,3,3,4,5,3,4,5,5,4,4,5,5,5,7,5,6,7,"3,5,6","55 years or over","Brazil","Male","Brazil"
"R_1OAEQqVqSfQxsSB",5,5,3,4,3,4,5,4,4,4,4,5,5,4,5,4,NA,NA,3,4,4,2,2,5,3,2,4,3,4,5,5,5,5,4,5,4,8,"2,5,6","35 to less than 45","Taiwan","Female","Taiwan"
"R_1DtJNovpiudH73c",4,5,4,4,3,3,4,4,3,4,5,4,4,4,4,4,NA,5,5,2,3,4,3,5,2,3,2,2,4,5,5,5,3,4,1,2,8,"3,5,6","35 to less than 45","Germany","Male","Germany"
"R_31yG9CdO5MgBFCl",4,5,3,2,4,3,5,4,4,2,4,3,5,4,4,2,7,5,NA,2,1,4,1,2,4,2,5,4,5,2,2,4,2,7,1,2,7,"1,3","45 to less than 55","Germany","Male","Germany"
"R_2tDPkhtSYjlFmi4",4,4,3,3,3,3,4,3,3,3,3,4,4,4,4,4,NA,5,5,2,1,3,3,5,5,5,5,5,5,5,5,5,5,2,4,4,7,"1,5,6","25 to less than 35","Germany","Female","Germany"
"R_1g1Muqa9jL4seus",4,4,3,2,3,2,4,1,2,3,4,3,4,5,4,4,NA,2,NA,2,1,3,3,4,4,3,3,2,2,5,5,5,4,2,4,5,5,"1,3,4","25 to less than 35","Germany","Male","Germany"
"R_1ikeVHzyP0c63kA",4,4,3,3,4,4,4,3,2,2,5,4,4,3,4,2,NA,NA,NA,3,1,3,3,4,5,3,4,4,5,4,4,4,3,2,2,4,4,"1,4,5","35 to less than 45","Germany","Male","Germany"
"R_b8UmvFtNhKmCrsd",4,4,2,3,4,5,5,3,3,2,5,5,5,5,5,5,NA,2,5,3,4,5,3,4,5,3,4,3,5,5,5,3,5,4,5,5,8,"1,2,3","25 to less than 35","Germany","Male","Germany"
"R_uneraJbNpm0sOTT",4,4,4,4,3,4,4,4,4,2,4,4,5,5,5,5,NA,3,NA,4,4,4,4,4,4,3,5,5,5,5,5,4,5,4,2,4,7,"2,3,5","25 to less than 35","Germany","Female","Germany"
"R_1hS8E9wnmMoJ33D",4,4,4,3,4,4,5,4,4,4,4,4,5,4,5,4,NA,1,5,2,1,1,2,5,4,5,4,4,4,5,4,4,5,4,5,4,5,"1,4,5","less than 25","Germany","Female","Germany"
"R_2e3XIykLEzAbvVv",5,4,4,4,4,4,5,4,4,3,4,5,5,5,5,5,NA,2,4,4,4,4,5,4,5,4,5,5,5,5,4,4,5,5,5,4,8,"1,2,4","35 to less than 45","Germany","Male","Germany"
"R_1FHlpoCKqDsASdP",5,4,4,4,4,4,4,3,3,3,2,2,4,4,4,3,NA,5,NA,3,2,2,2,5,5,3,4,4,4,3,4,4,5,2,4,4,4,"1,3,6","55 years or over","Germany","Male","Germany"
"R_2c6kMHWLpJpG2aW",4,4,5,4,5,5,4,4,3,4,4,5,5,4,5,5,NA,1,5,NA,5,NA,NA,3,5,NA,5,2,2,4,3,5,5,2,2,5,5,"1,5","45 to less than 55","Germany","Female","Germany"
"R_1dgJrZxfuxRZyOh",5,4,3,3,2,3,2,2,2,3,3,3,4,4,4,3,NA,2,5,3,3,NA,2,5,5,3,5,3,3,3,4,4,3,7,1,1,4,"4","55 years or over","Germany","Male","Germany"
"R_3jfgWhVcdM45J4q",3,5,3,4,5,4,5,3,4,3,4,3,5,5,5,4,2,2,4,4,3,4,4,5,4,2,4,2,4,5,5,5,5,4,4,5,7,"1,3,6","35 to less than 45","Germany","Male","Germany"
"R_W9EiMRK5SeLbaPn",4,4,2,4,4,4,4,3,2,3,2,3,4,4,4,4,NA,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,5,"1,3,5","55 years or over","Germany","Male","Germany"
"R_9vG8DW6xTpUISqd",4,4,4,2,3,4,3,3,2,4,2,4,5,5,5,5,7,1,5,4,2,4,3,5,5,5,5,5,5,5,5,5,5,4,5,5,8,"3,4,6","45 to less than 55","Germany","Male","Germany"
"R_9HMZwCDXziyjXZT",5,5,3,5,2,3,3,2,2,3,3,3,4,4,4,4,6,5,5,1,1,3,3,5,5,5,5,5,5,4,5,4,5,2,2,5,5,"1,3","45 to less than 55","Germany","Male","Germany"
"R_3hhTStLqqjW0Kzj",4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,NA,2,4,3,4,4,4,5,4,5,5,4,4,5,5,5,5,2,4,4,5,"3,5,6","25 to less than 35","China","Male","China"
"R_3kGKo69TMaxEY91",5,4,4,5,5,4,5,4,4,5,5,4,5,4,4,4,2,4,5,3,2,4,4,5,3,3,4,3,4,5,3,5,4,4,4,4,8,"1,4,5","25 to less than 35","Germany","Male","Germany"
"R_sp7EWYzOeTpGFc5",5,4,4,4,4,4,4,3,4,3,3,3,5,5,4,5,1,NA,5,3,2,4,4,5,5,5,5,5,5,5,5,5,5,7,4,5,4,"1,2,5","55 years or over","Germany","Female","Germany"
"R_240BrfWlifGrLl1",5,4,4,4,5,5,5,5,4,4,3,4,5,5,5,5,2,1,5,3,2,2,2,5,5,5,5,5,5,5,5,5,5,2,2,2,8,"2,5,6","less than 25","France","Female","France"
"R_1M5KB8J18aSsMMf",3,4,2,3,3,3,4,3,3,3,3,4,5,4,4,5,NA,2,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,5,5,7,"1,2,5","25 to less than 35","Ireland","Male","Ireland"
"R_1n1079XwWDpOovg",5,4,3,3,3,5,4,4,4,3,5,5,5,5,5,5,7,2,4,4,1,2,1,5,5,5,5,5,5,3,3,4,5,5,1,1,8,"1,3,7","45 to less than 55","Germany","Male","Germany"
"R_3fxEG63fpjrJk8d",5,5,4,4,3,4,5,4,4,4,5,4,5,4,4,4,NA,5,NA,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,5,8,"2,3,6","35 to less than 45","India","Male","India"
"R_1hySHlBuOL7VVFB",3,3,1,2,2,2,4,3,1,3,3,2,5,4,4,4,2,2,5,3,3,2,2,3,4,4,2,3,4,2,4,3,4,4,5,4,7,"1,3,5","less than 25","Germany","Female","Germany"
"R_aXiiQd62G5i3GEN",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,5,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,1,8,"1,3,6","25 to less than 35","Russian Fed.","Male","Russian Fed."
"R_3kv72fTRHDzPIiy",4,4,4,4,5,4,4,4,4,4,5,5,4,5,4,5,NA,5,4,3,2,2,1,4,5,4,4,3,3,4,4,4,4,2,4,4,5,"1,2,4","45 to less than 55","France","Male","France"
"R_W33WXIg2nvTOkql",5,5,4,4,4,4,5,5,4,5,5,4,5,5,5,5,NA,1,NA,4,3,3,4,5,5,4,4,4,4,5,5,5,4,2,4,4,8,"1,3,4","55 years or over","Germany","Female","Germany"
"R_2zYk3iyBmqarOf3",4,5,5,4,5,4,5,4,4,4,4,5,5,4,4,5,NA,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,4,2,4,5,5,"3,4,6","45 to less than 55","Germany","Male","Germany"
"R_2723RhA2w7h4Nwv",5,3,3,4,4,5,5,4,2,4,4,3,4,4,4,4,NA,NA,4,2,2,2,2,5,5,5,5,5,5,5,5,5,5,2,4,4,7,"1,2,3","45 to less than 55","France","Male","France"
"R_1nO4TNjkhRPuK2r",3,3,2,3,3,4,3,3,2,5,4,4,5,5,5,3,NA,5,5,3,1,3,3,5,5,3,2,2,5,4,4,4,4,4,4,5,8,"1,2,5","25 to less than 35","Germany","Female","Germany"
"R_31HoZHMwcbFXnwd",4,4,4,4,4,4,3,3,3,2,2,2,3,4,4,4,NA,NA,NA,3,3,3,3,1,1,1,1,1,1,1,3,1,1,7,1,1,1,"1,2,3","35 to less than 45","China","Male","China"
"R_1HpkehiRarBM6bd",4,4,3,4,4,4,4,3,4,2,3,4,4,4,4,4,NA,NA,3,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,2,5,4,7,"3,6","55 years or over","Germany","Male","Germany"
"R_3hzNwU6WptEcz7V",5,5,5,4,3,4,4,5,5,4,4,4,4,4,4,5,2,5,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,2,5,4,5,"1,3,6","45 to less than 55","Taiwan","Female","Taiwan"
"R_3mdxD6JF2WKQuG7",4,4,4,4,2,4,4,4,4,4,4,4,5,4,4,4,2,4,4,1,1,1,1,5,4,5,4,4,4,3,4,4,4,7,2,4,5,"3,4,6","35 to less than 45","Italy","Female","Italy"
"R_2PpVD4vjtcB8o0I",3,5,1,3,1,4,4,1,3,4,4,2,5,5,5,4,2,2,4,1,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,8,"1,3,4","45 to less than 55","Germany","Male","Germany"
"R_2qw1PtfTCW5KyDW",5,5,5,5,4,5,5,5,4,4,4,4,4,4,5,5,NA,5,NA,5,1,4,2,5,5,5,5,5,5,5,5,5,5,2,6,2,8,"2,3,6","45 to less than 55","Uruguay","Female","Uruguay"
"R_10D7xk0MDA4RU5E",4,4,3,3,3,5,5,3,3,5,5,5,4,3,4,3,NA,5,5,4,4,5,3,2,4,3,4,4,5,5,4,3,3,2,4,4,7,"1,4,5","35 to less than 45","Germany","Female","Germany"
"R_3dN9Te3TCFbogRf",4,4,4,2,2,4,4,2,3,4,4,4,4,4,4,4,NA,NA,5,1,1,3,3,5,5,5,4,4,4,4,4,5,4,4,4,4,8,"1,2,3","25 to less than 35","Germany","Female","Germany"
"R_1nZtZE1gyuRajEw",4,4,3,4,3,4,4,3,3,4,4,4,4,3,3,4,7,NA,2,2,1,3,2,1,5,1,4,4,4,5,4,4,4,5,6,4,7,"1,3,5","35 to less than 45","Germany","Female","Germany"
"R_eyQ3olbslsZbgFb",3,4,4,3,3,3,3,3,3,2,3,4,4,4,4,4,2,5,5,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,5,5,8,"1,2,3","35 to less than 45","Germany","Female","Germany"
"R_sHmii56eqHV4AlX",3,5,4,4,5,4,5,3,4,4,2,2,4,4,5,4,NA,5,NA,3,3,3,3,4,4,3,3,2,4,4,5,5,5,2,2,2,7,"2,3,5","35 to less than 45","Taiwan","Male","Taiwan"
"R_211AvYFBJFmGWll",3,3,3,3,2,3,4,2,3,3,3,3,4,4,4,4,NA,4,4,2,1,2,2,5,5,3,5,5,5,4,4,3,4,2,4,4,7,"1,3,5","45 to less than 55","Germany","Male","Germany"
"R_3gSDXnaSLcscZKR",5,5,5,3,5,5,4,5,5,5,4,4,5,4,5,5,NA,5,4,3,4,3,2,4,5,2,5,5,4,4,5,5,5,4,2,2,4,"1,3,4","35 to less than 45","France","Male","France"
"R_12mp6Rt4zF03IoD",4,4,3,3,4,4,5,4,4,4,4,3,4,4,4,2,NA,5,NA,3,3,4,4,5,5,5,5,5,5,5,5,5,5,2,4,5,4,"1","25 to less than 35","France","Female","France"
"R_1LiCHT1q0ErpGrB",4,4,4,3,4,3,3,3,4,4,4,4,4,4,3,4,NA,2,5,3,3,3,2,5,5,5,5,5,5,5,5,5,5,2,5,4,4,"1,3,5","25 to less than 35","France","Male","France"
"R_1Dqz0mQEmdXVwe7",3,4,2,2,1,3,4,3,3,4,3,3,4,4,4,4,2,2,2,2,1,3,3,5,4,1,4,3,3,3,3,3,3,2,4,2,4,"1,3,4","45 to less than 55","Germany","Male","Germany"
"R_An5E5KjdRHQdJTP",4,5,4,5,5,5,5,5,5,4,5,5,5,4,5,4,NA,5,3,5,5,4,4,4,2,5,5,3,3,5,4,5,5,4,5,5,7,"3,5,6","35 to less than 45","China","Male","China"
"R_3k1gvDoGZqPkGjP",4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,NA,5,5,5,5,2,3,5,3,5,5,3,5,5,5,5,3,5,4,2,8,"1,2,6","25 to less than 35","Germany","Male","Germany"
"R_74gXNZaAI3TEh5D",4,4,4,4,5,4,5,4,4,4,5,5,4,5,4,4,4,NA,NA,4,4,5,4,5,5,4,4,4,5,5,5,4,4,4,4,2,8,"1,2,6","25 to less than 35","Germany","Male","Germany"
"R_1SUoNIT0Vs0ajId",4,4,4,3,4,4,4,3,3,4,4,4,5,5,5,4,2,5,5,2,1,3,2,5,3,4,4,4,3,2,4,4,4,4,5,4,5,"1,3,4","less than 25","Germany","Female","Germany"
"R_1oh9VWFSUpEtrRi",3,4,2,2,3,4,3,4,3,4,4,4,5,5,4,3,NA,1,NA,3,2,2,1,5,5,5,5,5,5,5,5,5,5,7,2,2,8,"1,3,4","35 to less than 45","United Kingdom","Male","United Kingdom"
"R_WCLrmfXERcLRb57",4,3,4,3,5,4,3,3,2,5,2,4,4,3,4,5,7,3,2,1,1,2,1,1,5,4,4,2,4,4,3,3,5,2,2,1,7,"1,3,5","less than 25","Germany","Female","Germany"
"R_eONfLx9P3EuNDC9",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,5,4,5,3,3,5,5,2,5,5,2,2,5,2,2,2,5,4,5,"1,3,5","55 years or over","Germany","Male","Germany"
"R_21569OEHaJWB3vQ",4,3,4,4,4,3,5,3,4,3,3,3,5,5,5,3,NA,1,2,5,2,3,3,4,4,4,4,4,4,4,4,4,4,4,6,4,8,"1,5","55 years or over","Germany","Female","Germany"
"R_2TSPEZxlfAF88At",5,5,5,5,4,4,5,5,5,4,4,4,5,5,5,5,NA,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,7,2,4,4,"1,2,5","25 to less than 35","Taiwan","Female","Taiwan"
"R_1IYoRGyj0ZFPVAm",5,5,4,4,5,4,4,4,3,5,5,5,3,4,4,4,NA,5,5,4,1,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,8,"7","55 years or over","Russian Fed.","Male","Russian Fed."
"R_24180MO6iyYC0cb",4,4,3,3,3,4,4,3,3,3,4,3,4,4,4,4,NA,5,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,"1,4,5","less than 25","Germany","Female","Germany"
"R_1IbbsYp93UqPttq",5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,NA,5,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,4,5,5,7,"1,3,6","25 to less than 35","Germany","Female","Germany"
"R_sFD1bV407EWJ0uR",3,4,1,3,2,1,4,3,3,3,4,3,5,4,4,4,7,NA,NA,3,1,1,1,3,1,3,3,3,3,3,3,3,3,4,5,2,1,"7","35 to less than 45","France","Male","France"
"R_1NnBsxbS33Luf3Y",5,5,5,4,5,4,4,5,3,4,5,5,3,3,4,3,2,NA,5,3,1,2,2,4,4,3,3,5,5,3,4,5,5,5,4,4,7,"1,3,7","45 to less than 55","Germany","Male","Germany"
